id,avr_age,avr_household_size,avr_education_level,avr_num_cars,avr_health,rented_percent,unemployment_percent,internet_percent,single_percent,married_percent,separated_percent,divorced_percent,widow_percent
267003010,24.84285714,2.413793103,4.959459459,0.793103448,4.507352941,87.93103448,21.69811321,92.72727273,58.57142857,37.14285714,0,3.571428571,0.714285714
267002020,25.45047923,2.457364341,4.653846154,1.162790698,4.518032787,35.15625,22.3255814,79.6875,64.53674121,27.79552716,4.153354633,2.555910543,0.958466454
267002022,24.60596026,2.660869565,4.909677419,1.234782609,4.608391608,34.82142857,19.2893401,86.48648649,64.90066225,29.8013245,2.98013245,1.986754967,0.331125828
267093001,37.3657289,3.305084746,3.902040816,1.991525424,4.592105263,1.754385965,8.524590164,78.44827586,50.89514066,42.19948849,1.79028133,1.534526854,3.58056266
267093002,34.53968254,3.132653061,4.164102564,1.795918367,4.584717608,18.94736842,9.170305677,68.8172043,52.6984127,40.31746032,2.53968254,1.587301587,2.857142857
267093003,35.93884892,3.125,3.858823529,2.083333333,4.457875458,7.228915663,7.655502392,69.87951807,50,40.28776978,4.316546763,1.798561151,3.597122302
267002005,25.03404255,2.615384615,4.780701754,1.087912088,4.571428571,30,20,86.66666667,63.40425532,30.63829787,2.978723404,2.978723404,0
267003024,31.47237569,3.385321101,3.913242009,1.504587156,4.591666667,12.14953271,9.266409266,94.44444444,51.93370166,41.98895028,3.038674033,1.38121547,1.657458564
267003009,40.19892473,2.144736842,4.330645161,0.75,4.413407821,52.05479452,18.18181818,58.90410959,49.46236559,36.55913978,4.301075269,3.225806452,6.451612903
267003012,26.17857143,2.338709677,4.257142857,0.564516129,4.481751825,86.8852459,27.45098039,81.66666667,63.57142857,25,4.285714286,6.428571429,0.714285714
267003027,35.0125,2.833333333,3.457142857,1.087719298,4.340909091,14.15929204,13.38912134,80.18018018,54.0625,38.4375,3.4375,1.25,2.8125
267003001,24.72098214,3.380597015,4.444933921,1.380597015,4.627539503,10.60606061,12,90,55.58035714,41.07142857,1.339285714,2.008928571,0
267003026,41.05381166,2.288659794,3.171428571,0.762886598,4.237442922,24.74226804,15.95092025,58.33333333,47.08520179,40.80717489,1.34529148,3.139013453,7.623318386
267003015,41.94970414,2.758064516,3.87654321,1.427419355,4.447129909,3.225806452,9.594095941,80.64516129,40.53254438,49.40828402,2.958579882,2.071005917,5.029585799
267002025,38.45189504,2.610687023,3.63362069,1.145038168,4.495522388,8.59375,9.157509158,79.36507937,46.35568513,41.98250729,6.12244898,2.623906706,2.915451895
267003028,34.40625,2.8,3.201342282,0.915789474,4.359683794,3.157894737,17.64705882,61.29032258,58.203125,30.859375,3.125,2.734375,5.078125
267003017,45.87912088,2.453333333,3.244274809,0.893333333,4.173184358,15.27777778,14.56953642,53.42465753,45.6043956,37.36263736,3.296703297,3.296703297,10.43956044
267003014,40.54440154,2.955555556,4.459459459,1.588888889,4.474509804,4.494382022,10.17699115,93.25842697,43.24324324,51.73745174,1.158301158,1.158301158,2.702702703
267003021,41.24579125,2.533333333,2.563106796,0.916666667,4.303754266,9.243697479,15.92920354,58.62068966,47.47474747,40.4040404,3.703703704,1.683501684,6.734006734
267003022,39.93430657,2.47826087,2.842767296,0.704347826,4.271698113,9.821428571,19.8019802,50.44247788,55.47445255,28.46715328,4.744525547,2.919708029,8.394160584
267003016,37.99285714,1.930555556,4.378640777,0.847222222,4.384057971,41.66666667,14.54545455,61.11111111,57.14285714,30,3.571428571,1.428571429,7.857142857
267002041,29.82462687,3.64,4.366197183,1.75,4.660305344,8.333333333,11.01449275,88.35616438,53.35820896,39.36567164,4.291044776,1.679104478,1.305970149
267003006,40.816,2.765957447,4.089385475,1.606382979,4.417670683,7.446808511,12,83.87096774,42,48,4.8,0.8,4.4
267003023,37.10059172,2.795081967,2.635897436,0.819672131,4.319277108,7.627118644,16.87763713,60.16949153,55.32544379,32.24852071,2.662721893,2.662721893,7.100591716
267003020,27.19123506,2.475247525,4.309859155,1.158415842,4.612903226,24,16.09195402,81.44329897,62.15139442,31.47410359,4.38247012,1.195219124,0.796812749
267002045,33.21694915,3.129032258,2.237804878,0.795698925,4.437931034,4.395604396,29.32692308,52.22222222,64.06779661,25.76271186,4.745762712,3.728813559,1.694915254
267002048,28.18768328,3.37,2.561797753,0.88,4.462686567,10.20408163,24.09090909,65.625,64.80938416,26.09970674,3.519061584,2.639296188,2.93255132
267002046,28.32706767,3.367088608,2.58041958,1.113924051,4.623076923,2.53164557,28.08988764,72.15189873,68.42105263,24.06015038,4.887218045,1.127819549,1.503759398
